APN,SP,SFLA,BEDS,Baths,Age,Stories,Vacant,Month,Day,Year
072-150-07,134500,1746,3,2,22,1,0,2,26,2000
072-270-16,77000,1690,3,2,18,1,1,2,23,2000
072-290-10,136000,1880,3,2,23,1,0,2,1,2000
072-410-13,85000,1365,2,2,22,1,1,2,28,2000
075-290-05,85000,1196,4,2,28,1,1,2,16,2000
077-190-47,230000,2277,4,3,41,1,0,2,5,2000
077-224-05,162500,1498,3,2,41,1,0,2,27,2000
078-350-43,150000,1984,4,3,18,2,1,2,22,2000
079-343-07,89000,1981,3,2,34,1,0,2,29,2000
079-370-15,104000,1472,3,2,29,1,1,2,2,2000
080-150-63,165000,2238,5,3,19,2,0,2,29,2000
081-030-02,120000,1637,3,2,33,1,0,2,25,2000
081-123-02,87000,1152,2,1.5,40,1,0,2,18,2000
081-190-12,108000,1298,3,2,36,1,1,2,7,2000
081-300-53,89950,1380,3,2,44,1,0,2,19,2000
082-180-05,117950,1431,3,2,25,1,1,2,24,2000
082-180-21,118000,1475,3,2,25,1,0,2,16,2000
085-210-32,265000,2178,3,2.5,25,1,0,2,14,2000
088-030-31,93500,1398,3,2,20,1,0,2,22,2000
088-080-47,57000,1458,3,2,20,1,0,2,11,2000
088-290-05,86000,1200,3,2,16,1,0,2,2,2000
088-380-14,166000,2547,5,3,5,2,0,2,10,2000
090-100-40,90000,1136,4,2,21,1,1,2,10,2000
090-110-06,83000,900,3,2,20,1,0,2,19,2000
090-110-12,89000,1146,3,2,21,1,1,2,8,2000
090-140-20,89950,1328,4,2,20,1,1,2,25,2000
090-170-03,94850,1146,3,2,18,1,1,2,23,2000
090-210-18,85000,1301,4,2,21,1,0,2,22,2000
090-510-09,135100,1688,3,2.5,11,2,0,2,18,2000
091-390-17,193000,1624,3,2,15,1,0,2,9,2000
092-050-01,175000,1900,3,2,55,1,0,2,23,2000
092-250-22,139000,1640,3,2,4,1,0,2,14,2000
093-340-18,182000,1270,2,1.5,83,1,0,2,28,2000
096-080-40,86500,896,2,1,12,1,1,2,2,2000
096-110-31,142000,1694,3,2.5,11,1,0,2,7,2000
097-052-10,230000,3000,4,3,39,2,0,2,2,2000
097-070-21,145000,1522,3,2,41,1,0,2,26,2000
097-081-13,121900,1281,2,2,46,1,0,2,17,2000
097-140-23,137500,1483,3,2,46,1,0,2,29,2000
097-230-08,184000,1936,3,2,37,1,1,2,23,2000
097-270-15,118000,1439,3,1,48,1,1,2,26,2000
097-450-27,94500,1220,2,1,50,1,0,2,23,2000
098-060-21,182000,2469,5,3,24,1,0,2,7,2000
104-040-30,111150,1474,3,2,11,1,1,2,23,2000
104-120-63,116000,1514,3,2,35,1,1,2,21,2000
104-190-06,84000,1486,3,2,20,1,1,2,15,2000
104-230-03,70000,1157,3,2,18,1,1,2,25,2000
110-205-15,92500,1264,3,1.5,45,1,1,2,7,2000
111-053-04,102000,1078,3,1,49,1,0,2,7,2000
111-230-03,120000,1248,2,1,50,1,0,2,21,2000
111-261-13,100000,1250,3,1,49,1,1,2,11,2000
111-391-33,66500,1344,3,2,57,1,0,2,10,2000
113-042-14,124997,1264,2,2,59,1,0,2,25,2000
115-252-21,82500,818,2,1,53,1,1,2,28,2000
116-040-64,160000,1541,3,2,3,1,0,2,23,2000
117-370-41,115000,1165,3,2,5,1,0,2,21,2000
118-100-22,414375,3052,4,3,7,2,0,2,2,2000
119-262-07,52100,1400,2,2,80,1,1,2,23,2000
125-080-21,90000,1218,1,1,61,1,0,2,10,2000
125-100-12,74250,912,2,1,73,1,0,2,8,2000
125-140-23,127500,1375,2,1,59,1,0,2,29,2000
127-100-25,73900,1026,2,1,50,1,0,2,2,2000
127-161-17,62000,1003,2,1,94,1,1,2,3,2000
133-042-07,56500,826,2,1,58,1,1,2,23,2000
133-043-07,64900,777,2,1,58,1,0,2,25,2000
133-330-33,100000,1300,3,1,59,1,0,2,14,2000
133-440-35,74550,1000,2,1,61,1,1,2,9,2000
135-144-10,147500,2199,4,2.5,70,2,0,2,28,2000
135-190-45,122500,1742,4,2,79,2,0,2,29,2000
135-290-14,94500,1200,3,1,71,1,1,2,20,2000
137-140-49,80500,1912,5,2,89,1,1,2,29,2000
137-152-06,100000,1589,3,1.5,90,2,0,2,5,2000
145-050-35,60000,1707,3,1,54,1,0,2,18,2000
153-160-28,69500,909,3,1,71,1,1,2,24,2000
157-293-06,60000,1008,3,1,27,1,1,2,15,2000
159-370-10,118000,1863,3,2,16,1,1,2,21,2000
161-380-17,139000,1468,4,2,4,1,0,2,3,2000
161-510-29,163000,1640,3,2,3,1,1,2,5,2000
163-610-20,112000,1232,4,2,7,1,0,2,16,2000
163-650-35,107500,1023,3,2,6,1,0,2,25,2000
163-720-10,120000,1273,3,2,3,1,1,2,25,2000
165-053-02,74900,936,3,1,50,1,0,2,8,2000
165-350-52,103000,1260,3,2,15,1,0,2,14,2000
171-310-26,65000,1000,3,1,27,1,0,2,8,2000
175-260-19,89900,1084,3,2,12,1,1,2,17,2000
177-300-20,109400,1455,3,2,3,1,1,2,8,2000
179-040-29,97000,1500,2,2,44,1,1,2,1,2000
135-443-04,69950,864,2,1,50,1,1,2,28,2000
157-230-44,79500,1035,3,2,51,1,1,2,29,2000
173-140-22,70000,982,3,1,38,1,1,2,18,2000
063-050-24,225000,1893,3,2.5,41,1,1,3,9,2000
068-050-41,183500,1766,3,2,5,1,0,3,1,2000
071-381-23,178000,2086,3,2.5,10,2,0,3,31,2000
072-200-39,161000,1928,4,2.5,20,1,1,3,29,2000
072-210-03,125000,1564,3,2,23,1,0,3,20,2000
072-260-47,132000,1715,3,2,19,1,0,3,14,2000
072-330-38,127000,1760,3,2,22,1,0,3,29,2000
075-130-32,125000,1276,4,2.5,50,1,1,3,13,2000
075-140-36,158000,1893,3,2,50,1,0,3,2,2000
075-280-08,128500,1447,3,2,27,1,0,3,7,2000
075-290-44,125000,1820,4,2,28,2,1,3,2,2000
075-410-11,145000,1679,3,2,11,1,0,3,11,2000
077-030-40,127950,1331,3,2,33,1,0,3,6,2000
077-344-15,110500,1458,3,1.5,45,2,0,3,30,2000
077-346-01,142500,1874,3,2,45,1,0,3,29,2000
078-160-08,135500,1636,3,2,16,1,0,3,3,2000
078-270-37,117000,1433,3,2,19,1,1,3,24,2000
078-340-62,148000,2020,4,3,16,1,1,3,6,2000
080-080-23,124000,1400,3,2,20,1,0,3,7,2000
080-150-30,126500,1667,3,2,17,1,1,3,16,2000
080-200-36,160000,1774,3,2,7,1,0,3,28,2000
080-220-13,129000,1848,3,2,21,1,0,3,9,2000
081-081-02,109950,1322,3,2,33,1,0,3,29,2000
081-233-04,94990,1280,3,2,29,1,1,3,9,2000
081-300-03,106950,1644,3,2,43,1,1,3,13,2000
081-321-04,87000,1065,3,1,33,1,0,3,9,2000
081-360-15,86500,1031,2,1,47,1,0,3,24,2000
081-380-09,106000,1132,3,1,46,1,0,3,2,2000
081-402-22,103000,1127,3,1,46,1,1,3,31,2000
082-080-29,137400,1619,3,2,23,1,0,3,28,2000
082-200-37,113500,1698,4,2,24,1,0,3,29,2000
082-260-08,125000,1600,4,2,26,1,0,3,7,2000
085-220-17,209950,1720,3,2,43,1,0,3,22,2000
085-290-12,332500,3984,5,3,29,1,0,3,25,2000
086-440-13,262500,1916,3,2,41,1,0,3,2,2000
087-060-26,188000,1750,3,2,41,1,0,3,11,2000
088-130-34,96500,1380,3,2,22,1,1,3,7,2000
088-280-49,93000,1066,3,2,17,1,0,3,28,2000
088-320-23,145000,1800,4,2.5,11,2,0,3,2,2000
090-030-22,86000,1110,3,2,22,1,0,3,26,2000
090-030-40,103990,1242,4,2,24,1,1,3,17,2000
090-042-19,90000,1200,3,2,27,1,0,3,9,2000
090-090-12,93000,960,3,2,21,1,0,3,17,2000
090-160-03,84950,1136,3,2,20,1,0,3,24,2000
090-290-15,80000,1100,3,2,22,1,0,3,16,2000
090-300-01,98200,1249,3,2,23,1,1,3,17,2000
090-450-28,118000,1447,3,2,13,1,1,3,31,2000
091-420-07,225000,1931,3,2.5,14,1,0,3,20,2000
092-100-18,130000,1681,3,2,39,1,0,3,11,2000
092-280-10,127000,1350,3,2,2,1,1,3,17,2000
094-120-28,100000,1197,3,2,17,1,0,3,3,2000
094-120-31,105000,1242,3,2,18,1,1,3,27,2000
094-290-35,137000,1748,4,2,11,2,1,3,3,2000
096-160-33,145000,1394,3,2,8,1,0,3,25,2000
096-220-75,114950,1134,3,2,6,1,0,3,9,2000
097-091-29,200000,1803,3,2,41,1,1,3,28,2000
097-100-11,227950,2032,3,2.5,44,1,0,3,1,2000
097-180-20,122500,1358,3,2,44,1,0,3,31,2000
097-202-28,95500,1176,3,1,47,1,0,3,22,2000
097-320-02,125000,1459,3,1.5,48,1,0,3,22,2000
097-420-01,212000,2135,3,2,44,1,0,3,27,2000
100-033-24,114850,1329,3,2,24,1,1,3,28,2000
100-040-09,65000,963,2,1,25,1,0,3,26,2000
100-040-10,65000,963,2,1,25,1,0,3,26,2000
100-210-31,160000,1493,2,2,31,1,1,3,9,2000
100-260-48,125000,1469,3,2,35,1,0,3,16,2000
102-170-40,120000,1267,3,2.5,42,1,0,3,24,2000
102-333-18,120000,1387,3,2,44,1,0,3,28,2000
103-170-10,335000,2108,4,3,30,1,0,3,22,2000
104-200-10,112500,1436,3,2,22,1,1,3,26,2000
104-230-06,83000,960,3,2,17,1,0,3,27,2000
109-250-38,110000,1331,3,1.5,47,1,0,3,12,2000
111-144-07,89000,1064,3,1,45,1,0,3,27,2000
111-334-11,102500,1352,3,1,51,1,1,3,29,2000
111-381-05,100000,1016,3,1,57,1,0,3,10,2000
111-400-04,163500,1799,3,2,57,1,0,3,12,2000
112-070-26,215000,2000,3,2.5,18,2,0,3,29,2000
112-100-23,227000,1862,3,2,21,1,0,3,2,2000
112-100-52,275000,2300,3,2.5,20,1,0,3,7,2000
112-160-40,142500,1401,3,2,22,1,0,3,28,2000
113-052-10,126000,1205,2,1,53,1,1,3,27,2000
113-054-13,125000,1089,2,1,52,1,0,3,25,2000
113-070-55,190000,1553,3,2,0,1,1,3,28,2000
113-150-06,120000,1524,3,2,61,1,0,3,3,2000
113-163-17,254000,1648,3,2,64,2,0,3,16,2000
113-340-04,177000,1700,3,1.5,81,2,0,3,14,2000
113-351-05,109000,1305,2,1,81,1,0,3,8,2000
115-080-05,119000,1430,4,2,49,1,0,3,13,2000
116-040-46,154000,1541,3,2,3,1,0,3,7,2000
117-100-15,52000,912,2,1,53,1,1,3,22,2000
117-181-16,70000,1160,2,1,74,1,1,3,1,2000
117-183-04,64000,1452,3,2,40,2,1,3,2,2000
118-050-37,199950,1833,3,2,20,1,1,3,13,2000
118-050-57,225000,2596,5,3,20,1,1,3,24,2000
118-250-01,360000,2500,4,3.5,2,2,0,3,8,2000
118-330-27,173000,1731,3,2,17,1,1,3,29,2000
118-340-24,179950,1939,4,2,17,1,0,3,3,2000
119-200-08,67500,828,3,1,57,1,1,3,28,2000
121-060-03,205000,2550,4,2,36,1,0,3,18,2000
123-152-01,50000,1113,2,1,53,1,1,3,28,2000
123-152-13,132000,1768,3,2,67,1,0,3,26,2000
125-070-33,135000,2357,3,1.5,79,2,1,3,8,2000
125-280-31,89900,1096,2,1,64,1,1,3,18,2000
125-310-04,82500,1287,3,1.5,61,1,1,3,28,2000
125-370-01,70000,718,2,1,84,1,0,3,4,2000
127-020-14,165000,2130,2,2,43,1,1,3,1,2000
127-120-28,60300,926,2,1,80,1,0,3,16,2000
133-230-11,102000,958,2,1,62,1,0,3,26,2000
133-280-48,100000,1272,3,2,21,1,1,3,6,2000
133-290-09,90500,955,2,1,64,1,0,3,23,2000
133-450-36,68000,965,2,1,67,1,1,3,16,2000
133-460-15,93500,1138,2,1,54,1,0,3,2,2000
135-030-08,154500,1829,4,2,69,2,0,3,12,2000
135-321-10,155000,1501,2,1.5,55,1,0,3,3,2000
135-380-02,127000,1315,3,2,75,1,0,3,21,2000
137-042-14,121500,1252,2,1.5,60,1,0,3,7,2000
141-081-09,65000,1064,2,1,74,1,0,3,30,2000
141-260-35,77000,1023,2,1,57,1,0,3,6,2000
141-285-13,73500,1018,3,1,25,1,1,3,22,2000
143-180-19,89950,1064,3,2,0,1,0,3,20,2000
143-360-13,117500,1344,3,1,25,1,0,3,6,2000
147-050-37,68000,1100,2,1,58,1,0,3,13,2000
147-085-04,68000,1232,3,1,82,1,0,3,14,2000
151-044-15,78500,1348,2,1,79,1,1,3,13,2000
153-201-11,79000,1459,3,1.5,66,1,1,3,7,2000
155-250-31,84300,1200,2,1,70,1,0,3,17,2000
157-030-31,66480,1071,3,1,35,1,1,3,2,2000
157-291-02,74950,720,2,1,50,1,1,3,7,2000
159-160-06,94500,900,3,1,37,1,0,3,16,2000
159-310-16,135000,1416,3,1,56,1,0,3,18,2000
159-340-17,55000,833,2,1,53,1,0,3,7,2000
161-270-54,155000,1556,3,2,10,1,1,3,6,2000
161-300-22,202000,2236,3,2.5,10,2,0,3,29,2000
161-310-39,212212,2456,4,3,10,1,1,3,6,2000
161-330-23,165900,1795,3,2,10,1,1,3,31,2000
161-401-02,170000,1800,4,3,3,2,0,3,22,2000
161-410-51,205000,1726,4,3,6,2,0,3,27,2000
161-420-24,167000,1717,3,2.5,6,2,0,3,20,2000
161-460-06,189000,2040,4,3,4,2,0,3,15,2000
161-460-22,134000,1468,4,2,4,1,0,3,14,2000
161-500-07,147500,1315,3,2,5,1,0,3,17,2000
161-520-27,187000,2091,4,2.5,5,1,1,3,26,2000
161-520-50,209950,2091,3,2,4,1,0,3,31,2000
161-520-72,142000,1271,3,2,3,1,0,3,10,2000
161-560-21,192000,2130,3,2.5,2,2,0,3,24,2000
161-630-04,165000,2000,4,2.5,1,2,0,3,15,2000
162-530-40,154950,1575,3,2.5,2,2,0,3,27,2000
163-090-07,76000,1267,4,2,29,1,0,3,24,2000
163-491-01,109946,1466,4,2,9,1,1,3,18,2000
163-491-13,107900,1229,2,2,9,1,1,3,10,2000
163-510-40,128200,1466,3,2,9,1,0,3,1,2000
163-510-46,132440,1229,3,2,9,1,0,3,11,2000
163-510-60,117100,1229,3,2,8,1,0,3,25,2000
163-590-34,117000,1120,3,2,5,1,0,3,3,2000
163-640-09,115000,1234,3,2,6,1,0,3,25,2000
163-670-02,102700,981,3,1,4,1,0,3,24,2000
165-182-08,62000,2096,5,2,54,2,1,3,7,2000
165-202-26,118000,1697,5,3,35,1,1,3,7,2000
165-310-60,91400,1200,3,2,8,1,0,3,21,2000
169-166-03,68000,1129,3,1,52,1,0,3,6,2000
171-180-25,88000,775,2,1,43,1,0,3,21,2000
171-350-60,101000,1226,3,2,7,1,0,3,19,2000
173-160-16,97950,1040,3,2,0,1,0,3,20,2000
173-390-03,89000,1069,3,2,10,1,1,3,1,2000
173-450-18,104500,1100,3,2,0,1,0,3,20,2000
173-450-25,104500,1100,3,2,0,1,0,3,20,2000
175-160-19,100000,1280,3,2,8,1,0,3,22,2000
175-220-01,125000,1343,4,2,36,1,0,3,15,2000
187-190-07,239000,2100,3,2,26,1,1,3,8,2000
123-164-09,96750,1120,3,1,46,1,1,3,4,2000
133-350-39,101500,1353,3,2,70,1,1,3,10,2000
070-030-09,159990,1655,3,2,9,1,0,4,21,2000
070-150-01,179000,1888,4,2.5,1,2,0,4,30,2000
070-170-12,184000,2147,4,2.5,8,2,0,4,25,2000
070-190-19,202500,1874,4,2,6,1,0,4,17,2000
070-220-50,189500,1824,3,2,5,1,0,4,19,2000
071-390-27,167000,2201,4,2,10,1,1,4,11,2000
071-410-40,172000,1892,3,2,5,1,0,4,1,2000
071-410-79,182000,2013,3,2,8,1,0,4,18,2000
072-060-18,135000,1746,3,2,22,1,0,4,6,2000
072-170-19,159000,1984,4,3,22,2,0,4,3,2000
072-180-24,158500,2134,4,2.5,20,2,0,4,15,2000
072-290-37,140000,1637,3,2,24,1,1,4,29,2000
072-310-02,125000,1643,3,2,23,1,1,4,5,2000
075-050-03,137000,1500,3,2,39,1,1,4,18,2000
075-100-54,80000,1414,2,1.5,44,1,1,4,21,2000
075-180-17,129000,1658,3,2,32,1,0,4,30,2000
075-380-18,132950,1428,3,2,22,1,0,4,27,2000
077-160-22,299950,2911,4,2.5,41,1,0,4,11,2000
077-300-10,130000,1200,3,2,39,1,1,4,17,2000
078-040-27,185000,2188,4,2.5,13,2,0,4,5,2000
078-390-18,120777,1727,4,2,13,1,1,4,5,2000
078-410-29,162000,1900,4,2.5,14,2,0,4,26,2000
078-410-39,148950,1727,4,2,13,1,0,4,28,2000
079-113-02,115000,1211,3,2,30,1,0,4,19,2000
079-152-23,103000,1175,3,2,34,1,0,4,14,2000
079-153-06,103000,1175,3,2,33,1,0,4,19,2000
079-153-10,101500,1175,3,2,33,1,1,4,26,2000
080-030-48,111000,1552,3,2,20,1,0,4,18,2000
080-040-03,137000,1727,4,2,20,1,1,4,28,2000
080-210-09,123000,1670,3,2,21,1,0,4,11,2000
080-280-12,167500,2293,4,3,20,2,0,4,9,2000
081-133-17,105000,1158,3,1.5,41,1,0,4,24,2000
081-234-14,115940,1272,3,2,30,1,0,4,17,2000
081-401-16,97400,1106,3,1,45,1,1,4,6,2000
081-402-07,110000,1132,3,1,46,1,1,4,19,2000
081-470-24,102500,1088,3,1,27,1,0,4,2,2000
082-040-28,148000,1986,4,3,24,2,1,4,22,2000
082-110-26,145000,1913,4,2,25,1,0,4,29,2000
082-250-13,145000,1545,3,2,24,1,0,4,17,2000
082-370-27,122000,1711,3,2,23,1,0,4,6,2000
085-320-29,200000,1890,3,2.5,36,1,0,4,1,2000
085-400-05,389950,3166,3,2.5,21,2,0,4,13,2000
086-440-12,285000,2480,5,2.5,34,2,0,4,14,2000
088-150-23,96500,1567,2,2,20,1,1,4,22,2000
088-150-34,69950,900,2,2,18,1,1,4,18,2000
088-260-16,103000,1321,3,2,16,1,0,4,21,2000
088-270-67,92450,1191,2,2,17,1,0,4,3,2000
088-400-45,118000,1042,3,2,7,1,0,4,5,2000
090-030-13,90000,1228,4,2,22,1,0,4,29,2000
090-030-19,83137,1113,3,2,22,1,0,4,1,2000
090-070-26,79500,1140,3,2,22,1,0,4,3,2000
090-090-33,95000,1328,4,2,21,1,0,4,18,2000
090-230-22,78500,1073,3,2,20,1,1,4,18,2000
090-230-23,114000,1249,3,2,20,1,0,4,20,2000
090-370-17,100100,1408,3,2,11,1,1,4,5,2000
090-380-05,94990,1126,3,2,15,1,1,4,28,2000
096-070-32,92000,887,2,1,13,1,0,4,22,2000
096-080-42,107500,1094,3,2,12,1,1,4,29,2000
096-110-04,178900,2568,5,3,10,2,1,4,13,2000
096-130-74,151000,1960,3,2,11,1,1,4,10,2000
096-169-39,135000,1290,3,2,7,1,0,4,16,2000
096-190-68,128000,1315,3,2,6,1,0,4,10,2000
097-031-10,262500,2282,4,2,40,1,0,4,3,2000
097-060-48,162500,1487,3,2,40,1,0,4,2,2000
097-140-18,125500,1389,2,1,46,1,0,4,30,2000
097-270-46,123000,1129,3,1,47,1,0,4,7,2000
097-282-06,117000,1103,3,1,48,1,0,4,26,2000
097-290-17,139900,1709,3,2,47,1,1,4,24,2000
097-330-24,112900,1332,3,1,49,1,0,4,14,2000
097-360-36,146900,1606,2,2,42,1,0,4,26,2000
098-350-13,214000,1909,3,2.5,29,1,0,4,10,2000
098-392-36,295000,2275,3,3,27,1,0,4,10,2000
100-080-05,159950,2000,5,3,24,2,1,4,16,2000
100-080-36,112500,1288,3,2,23,1,0,4,5,2000
100-091-10,104650,1288,3,2,26,1,0,4,11,2000
102-070-28,135000,1722,4,2,33,2,0,4,10,2000
102-332-06,83000,1591,4,3,43,1,0,4,8,2000
103-190-05,160000,1512,2,2,26,1,0,4,29,2000
104-050-24,109000,1515,3,2,17,1,1,4,4,2000
104-230-13,90000,960,3,2,17,1,1,4,10,2000
104-230-18,94500,960,3,2,17,1,1,4,20,2000
108-190-12,174500,2200,4,3,21,2,0,4,13,2000
109-160-01,145000,1955,4,2,49,1,0,4,20,2000
109-210-42,86000,1520,3,1.5,40,1,1,4,10,2000
110-080-33,135000,1300,3,2,20,1,0,4,13,2000
110-100-14,287500,2350,3,2,17,1,0,4,26,2000
111-051-16,114550,1215,2,1,50,1,0,4,25,2000
111-082-32,99950,1006,3,1,49,1,0,4,18,2000
111-333-33,115000,1100,2,1,51,1,0,4,5,2000
112-060-51,370000,3321,5,3.5,15,2,1,4,7,2000
113-082-01,171000,1375,3,2,46,1,1,4,7,2000
115-183-22,117100,1494,3,2,49,1,1,4,29,2000
116-050-34,187000,1633,3,2,8,1,0,4,26,2000
116-080-21,250000,2100,4,3,9,2,0,4,8,2000
116-320-03,380000,3227,5,4,7,2,1,4,14,2000
117-040-37,102000,1205,3,2,27,1,0,4,13,2000
117-260-34,72500,1428,3,1,42,1,1,4,18,2000
119-190-56,72000,1055,3,1.5,35,1,0,4,7,2000
123-154-06,93500,897,2,1,60,1,1,4,7,2000
123-182-15,50000,861,1,1,75,1,1,4,7,2000
123-221-25,127400,1623,3,2,59,2,0,4,21,2000
123-222-18,170500,1840,3,2.5,52,2,0,4,7,2000
123-222-47,90000,1101,2,1,54,1,1,4,7,2000
123-290-08,127000,1232,3,2,13,1,1,4,30,2000
125-030-31,162000,1444,2,2,59,1,1,4,10,2000
127-043-02,77500,999,3,1,84,1,0,4,8,2000
135-290-39,128500,1951,3,1.5,74,1,0,4,11,2000
135-322-16,95700,1258,3,2,80,1,1,4,12,2000
139-180-03,89950,2219,3,3,88,2,1,4,4,2000
141-160-15,88000,1300,3,2,80,2,0,4,24,2000
141-195-07,94000,1064,3,2,0,1,0,4,27,2000
143-140-36,97950,1064,3,2,0,1,0,4,19,2000
143-140-37,98950,1064,3,2,0,1,0,4,19,2000
143-420-36,95000,1120,3,2,12,1,0,4,24,2000
151-021-06,79000,1100,2,1,85,1,0,4,7,2000
153-103-17,52000,1140,3,1.5,22,2,1,4,18,2000
153-150-31,75000,828,2,1,63,1,1,4,29,2000
155-250-28,67500,1276,3,1,75,1,1,4,21,2000
157-273-15,72500,914,3,1,44,1,1,4,19,2000
159-062-09,79000,1085,3,1,46,1,0,4,19,2000
159-290-49,71000,808,2,1,24,1,1,4,3,2000
161-27-32,165000,1849,3,2.5,10,2,0,4,21,2000
161-280-66,151700,1458,3,2,9,1,0,4,24,2000
161-340-06,170000,2610,5,3,0,2,0,4,29,2000
161-402-05,155000,1470,3,2.5,9,2,0,4,17,2000
161-420-78,152950,1159,2,2,4,1,0,4,27,2000
161-460-49,166500,1612,4,2,5,1,0,4,24,2000
161-480-48,150000,1271,3,2,4,1,1,4,18,2000
161-500-44,173000,1836,3,2,5,1,0,4,12,2000
161-530-02,218950,2610,5,3,0,2,1,4,4,2000
161-550-15,208000,2533,5,3,3,2,0,4,25,2000
161-580-36,174000,1800,4,3,2,2,0,4,19,2000
161-600-01,204000,2600,4,3,1,2,1,4,15,2000
161-600-07,159995,1500,3,2.5,1,2,0,4,8,2000
161-620-05,205000,2535,4,3,2,2,0,4,10,2000
163-080-51,126000,1234,3,2,11,1,0,4,4,2000
163-504-04,145500,1796,4,2,8,1,1,4,21,2000
163-504-05,127000,1314,3,2,8,1,0,4,21,2000
163-510-29,116900,1040,3,2,9,1,0,4,11,2000
163-520-33,120000,1078,3,2,5,1,0,4,14,2000
163-550-44,125000,1466,3,2,7,1,1,4,21,2000
163-680-45,134000,1485,3,2,5,2,0,4,9,2000
163-690-36,134000,1485,3,2.5,5,1,0,4,3,2000
165-096-07,75950,900,3,1,49,1,0,4,2,2000
165-350-23,99900,1064,3,2,0,1,0,4,27,2000
167-132-21,115000,2936,4,2,72,2,0,4,14,2000
171-330-71,98500,1216,4,2,8,2,0,4,6,2000
173-260-12,143500,1536,3,2.5,36,1,1,4,3,2000
175-040-11,62500,1443,3,2,36,1,1,4,21,2000
179-172-20,117500,1140,2,1,58,1,0,4,3,2000
183-230-06,220000,1600,3,2,49,1,1,4,8,2000
185-020-26,334000,2845,3,3,9,1,0,4,17,2000
082-370-09,165506,2057,4,2.5,24,1,0,4,29,2000
108-120-02,129500,1786,2,2,52,1,1,4,19,2000
109-172-13,108000,1344,3,1,49,1,1,4,13,2000
068-030-09,165000,1428,3,2,7,1,0,5,13,2000
068-050-03,181000,1735,3,2,3,1,1,5,23,2000
068-120-46,149900,1345,3,2,3,1,0,5,3,2000
068-220-31,259950,2390,4,3,1,2,1,5,20,2000
070-020-11,180500,1899,4,2,4,1,0,5,26,2000
070-280-23,193500,2500,4,3,1,1,0,5,25,2000
071-330-14,234500,1895,3,2,13,1,1,5,1,2000
071-400-47,168000,1872,4,2,10,1,1,5,18,2000
072-070-07,136900,1628,4,2,22,1,1,5,18,2000
072-160-13,128000,1552,3,2,22,1,0,5,8,2000
072-160-48,168000,2572,4,3,22,2,0,5,6,2000
072-270-20,138000,1690,3,2,18,1,0,5,21,2000
072-320-41,144000,1643,3,2,22,1,0,5,30,2000
072-340-34,148000,1666,4,2,25,1,1,5,24,2000
075-170-06,134950,1502,3,2,29,1,1,5,9,2000
075-200-28,149950,1574,2,2,60,1,0,5,31,2000
075-230-11,266000,2211,3,2.5,63,1,0,5,15,2000
077-260-38,129000,1156,3,2,45,1,0,5,1,2000
078-080-24,162000,1806,3,2,11,1,0,5,5,2000
078-120-05,160000,1760,3,2,13,1,0,5,23,2000
078-130-04,134000,1688,3,2,13,1,0,5,22,2000
078-160-18,167000,2161,4,2.5,16,1,0,5,22,2000
078-170-38,144500,1693,3,2,19,1,0,5,15,2000
079-264-11,116000,1213,3,2,35,1,1,5,15,2000
080-050-40,134000,2572,4,3,20,1,1,5,19,2000
080-140-05,133000,2200,4,3,16,2,0,5,12,2000
080-150-35,161400,1835,4,2,19,1,0,5,23,2000
080-280-38,140000,1666,3,2,20,1,0,5,8,2000
080-430-20,137500,1503,3,2,10,1,1,5,10,2000
080-430-84,134500,1503,3,2,10,1,0,5,1,2000
080-440-36,159000,1440,3,2,3,1,0,5,9,2000
081-060-43,95500,1188,3,2,32,1,0,5,31,2000
081-122-05,105000,1152,3,1.5,40,1,0,5,2,2000
081-151-02,105000,1032,3,1,37,1,1,5,26,2000
081-152-19,105000,1056,3,2,38,1,1,5,27,2000
081-154-22,121000,1370,3,2,38,1,0,5,30,2000
081-243-04,126500,1377,3,2,43,1,0,5,14,2000
081-323-01,115750,1478,3,2,34,1,0,5,9,2000
082-040-30,119500,1544,3,2,23,1,1,5,30,2000
082-060-11,117000,1475,3,2,25,1,1,5,16,2000
082-060-17,150000,1545,3,2,24,1,1,5,31,2000
082-150-57,135000,1456,3,2,25,1,0,5,22,2000
085-180-25,300000,3099,4,3,22,1,0,5,31,2000
085-260-05,187000,2400,5,3,36,2,0,5,23,2000
087-210-30,219000,2397,4,3,20,1,1,5,23,2000
088-060-16,97000,1346,3,2,21,1,0,5,25,2000
088-120-05,107000,1410,3,2,21,1,1,5,30,2000
088-234-06,130000,1799,4,2,27,2,0,5,31,2000
088-242-08,105000,1265,3,2,29,1,0,5,31,2000
088-350-18,137000,1563,3,2,10,1,1,5,24,2000
089-130-24,195000,2069,4,3,25,1,1,5,9,2000
090-080-17,108000,1154,3,2,21,1,1,5,20,2000
090-080-25,105500,1661,3,2,21,1,1,5,25,2000
090-090-08,87650,1136,4,2,21,1,0,5,10,2000
090-140-19,110000,1154,3,2,20,1,0,5,2,2000
090-150-37,85000,960,3,2,19,1,1,5,11,2000
090-220-22,115000,1301,4,2,20,1,1,5,5,2000
091-380-20,195000,1725,3,2,13,1,1,5,15,2000
092-320-05,144950,1300,3,2,1,1,0,5,19,2000
093-030-40,230000,1296,3,2,30,1,0,5,15,2000
094-090-06,116000,1212,3,2,19,1,0,5,16,2000
096-080-47,115000,1094,3,2,12,1,0,5,3,2000
